City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,ewa beach,21.3156,-158.0072,23.57,86,40,2.57,US,1680544390
369,snasa,64.2457,12.3778,1.67,99,100,1.68,NO,1680544390
370,namibe,-15.1961,12.1522,24.39,70,59,5.27,AO,1680544390
371,sao joao da barra,-21.6403,-41.0511,28.05,64,100,5.75,BR,1680544391
372,itamarandiba,-17.8572,-42.8589,23.17,69,99,1.65,BR,1680544391
373,amapa,1.0,-52.0,29.82,53,87,1.94,BR,1680544392
374,traverse city,44.7631,-85.6206,12.22,33,100,4.63,US,1680544261
375,paraiso,9.8383,-83.8656,27.16,65,99,2.48,CR,1680544392
376,zaysan,47.4667,84.8667,-1.79,29,0,1.42,KZ,1680544392
377,dzhebariki-khaya,62.2167,135.8,-12.31,91,100,0.57,RU,1680544393
378,beringovskiy,63.05,179.3167,-15.15,94,94,5.92,RU,1680544393
379,rocha,-34.4833,-54.3333,17.22,84,97,1.46,UY,1680544247
380,vakhtan,57.9659,46.6889,4.62,95,100,2.65,RU,1680544393
381,zhezkazgan,47.8043,67.7144,7.7,36,22,8.39,KZ,1680544394
382,norrtalje,59.758,18.705,2.1,87,10,1.4,SE,1680544394
383,nambiyur,11.3667,77.3333,27.77,68,67,1.45,IN,1680544394
384,kainantu,-6.2887,145.8655,15.64,97,100,0.54,PG,1680544394
385,tuatapere,-46.1333,167.6833,9.96,90,58,1.76,NZ,1680544394
386,vacszentlaszlo,47.574,19.5377,7.36,62,84,5.58,HU,1680544394
387,skelleftea,64.7507,20.9528,-1.67,69,0,2.57,SE,1680544395
388,hualmay,-11.0964,-77.6139,27.35,69,83,4.11,PE,1680544395
389,am timan,11.0297,20.2827,33.73,11,63,1.88,TD,1680544395
390,goure,13.9835,10.2704,29.21,6,94,2.91,NE,1680544396
391,bantry,51.6833,-9.45,9.88,92,100,5.23,IE,1680544396
392,altay,47.8667,88.1167,-5.94,42,0,3.28,CN,1680544397
393,kapustin yar,48.5831,45.7372,13.17,47,100,3.69,RU,1680544397
394,teahupoo,-17.8333,-149.2667,24.98,73,70,0.89,PF,1680544397
395,roma,43.2128,-75.4557,16.57,37,68,6.56,US,1680544398
396,tura,25.5198,90.2201,20.63,70,79,2.85,IN,1680544398
397,cotonou,6.3654,2.4183,29.99,74,40,6.17,BJ,1680544236
398,dodola,6.9833,39.1833,12.8,87,100,0.19,ET,1680544399
399,winneba,5.3511,-0.6231,28.24,76,81,5.97,GH,1680544399
400,thiruvananthapuram,8.4833,76.9167,28.99,74,40,2.57,IN,1680544215
401,brejo santo,-7.4933,-38.9872,27.13,34,94,2.37,BR,1680544400
402,egvekinot,66.3167,-179.1667,-26.79,90,75,4.25,RU,1680544401
403,dunedin,-45.8742,170.5036,12.67,73,96,2.15,NZ,1680544248
404,iztapa,13.9333,-90.7075,31.79,52,41,5.25,GT,1680544401
405,kysyl-syr,63.8986,122.7617,-11.4,98,100,0.69,RU,1680544401
406,talaya,61.3833,152.75,-28.54,94,68,1.75,RU,1680544401
407,kahului,20.8947,-156.47,23.8,83,40,8.49,US,1680544401
408,doha,25.2867,51.5333,20.99,50,0,7.72,QA,1680544402
409,dingle,10.9995,122.6711,24.32,86,100,2.81,PH,1680544402
410,pangnirtung,66.1451,-65.7125,-17.0,78,20,4.12,CA,1680544402
411,bay roberts,47.5999,-53.2648,1.75,70,25,8.05,CA,1680544244
412,buala,-8.145,159.5921,26.56,83,72,3.08,SB,1680544402
413,santa cruz,-17.8,-63.1667,31.03,62,75,7.2,BO,1680544230
414,copiapo,-27.3667,-70.3333,20.83,41,0,4.37,CL,1680544402
415,ati,13.2154,18.3353,33.0,17,31,3.56,TD,1680544403
416,santa marta,11.2408,-74.199,33.03,58,20,3.09,CO,1680544314
417,green river,41.5286,-109.4662,0.55,57,100,2.24,US,1680544403
418,chapais,49.7834,-74.8492,-2.12,98,100,3.88,CA,1680544403
419,san jose,37.3394,-121.895,12.78,47,20,8.75,US,1680544318
420,urubicha,-15.3833,-62.95,30.06,57,42,2.04,BO,1680544404
421,pechenga,69.5259,31.1703,-2.81,81,98,11.56,RU,1680544404
422,mangan,27.5167,88.5333,16.45,83,97,1.58,IN,1680544404
423,port lincoln,-34.7333,135.8667,17.7,71,2,2.66,AU,1680544404
424,izumo,35.3667,132.7667,6.97,67,34,3.61,JP,1680544405
425,benjamin constant,-4.3831,-70.0311,30.07,70,40,2.06,BR,1680544405
426,eyl,7.9803,49.8164,28.1,70,15,6.27,SO,1680544405
427,nabire,-3.3667,135.4833,24.53,91,100,1.49,ID,1680544405
428,haines junction,60.7522,-137.5108,-11.03,67,39,1.03,CA,1680544405
429,orange,33.7,-117.7675,15.49,77,100,3.6,US,1680544166
430,atherton,53.5237,-2.4935,11.9,58,8,1.79,GB,1680544406
431,qujing,25.4833,103.7833,14.56,39,4,9.01,CN,1680544406
432,narrabri,-30.3167,149.7833,16.4,82,35,0.45,AU,1680544406
433,comodoro rivadavia,-45.8667,-67.5,19.92,28,0,9.26,AR,1680544406
434,karratha,-20.7377,116.8463,28.11,74,10,4.62,AU,1680544407
435,tauranga,-37.6861,176.1667,12.7,86,5,1.34,NZ,1680544360
436,sumter,28.7086,-82.0831,31.16,43,99,4.58,US,1680544377
437,liloy,8.1144,122.6594,25.35,86,67,2.9,PH,1680544407
438,innisfail,-17.5333,146.0333,22.32,91,80,1.39,AU,1680544407
439,morgantown,39.6295,-79.9559,22.34,34,0,4.63,US,1680544407
440,mao,39.8885,4.2658,13.31,62,20,7.2,ES,1680544319
441,flin flon,54.7682,-101.865,-13.09,47,20,1.03,CA,1680544408
442,mwaya,-9.55,33.95,22.92,87,69,0.61,TZ,1680544408
443,sri aman,1.2376,111.4621,23.03,100,100,0.51,MY,1680544408
444,dungarpur,23.8333,73.7167,26.75,30,2,3.62,IN,1680544408
445,imbituba,-28.24,-48.6703,28.81,60,2,6.46,BR,1680544408
446,lavrentiya,65.5833,-171.0,-15.74,96,100,3.11,RU,1680544408
447,den helder,52.9599,4.7593,7.99,48,75,7.15,NL,1680544409
448,dubti,11.7361,41.0853,31.94,48,46,3.05,ET,1680544409
449,christchurch,-43.5333,172.6333,7.75,91,100,1.03,NZ,1680544327
450,miramar,25.9873,-80.2323,31.67,59,0,5.66,US,1680544409
451,rincon,32.296,-81.2354,23.98,51,100,4.12,US,1680544409
452,bilma,18.6853,12.9164,29.17,5,99,3.3,NE,1680544410
453,byron bay,-28.65,153.6167,18.17,94,71,5.17,AU,1680544410
454,mizdah,31.4451,12.9801,15.39,26,1,7.0,LY,1680544410
455,barsovo,61.1667,73.1667,-0.93,90,100,3.96,RU,1680544410
456,flinders,-34.5833,150.8552,17.99,84,22,0.89,AU,1680544410
457,ust-tsilma,65.441,52.1498,-15.59,99,34,1.31,RU,1680544411
458,el reten,10.6114,-74.2682,35.68,54,4,5.08,CO,1680544411
459,narasannapeta,18.4167,84.05,26.85,86,25,3.57,IN,1680544411
460,aykhal,66.0,111.5,-5.86,93,100,7.26,RU,1680544411
461,oga,46.4631,10.347,4.38,87,26,3.33,IT,1680544412
462,fortuna,40.5982,-124.1573,7.74,84,82,0.45,US,1680544412
463,dedougou,12.4667,-3.4667,37.04,6,26,3.75,BF,1680544412
464,nhulunbuy,-12.2333,136.7667,26.34,94,40,0.0,AU,1680544412
465,kazerun,29.6195,51.6541,14.09,44,0,2.21,IR,1680544412
466,charlestown,-32.95,151.6667,18.74,90,72,0.45,AU,1680544211
467,warwick,41.7001,-71.4162,12.16,54,20,9.26,US,1680543939
468,villiers,-27.0303,28.6006,15.9,64,76,2.51,ZA,1680544413
469,morant bay,17.8815,-76.4093,29.28,68,25,6.11,JM,1680544165
470,udachnyy,66.4167,112.4,-3.64,85,100,8.6,RU,1680544413
471,asau,46.4333,26.4,4.6,93,100,2.22,RO,1680544218
472,urgut,39.4022,67.2431,6.79,86,93,0.63,UZ,1680544414
473,yamada,39.4667,141.95,5.22,66,0,1.8,JP,1680544414
474,matay,28.419,30.7792,24.18,12,0,3.5,EG,1680544414
475,srednekolymsk,67.45,153.6833,-27.38,98,44,1.87,RU,1680544414
476,husavik,66.0449,-17.3389,3.6,97,100,4.44,IS,1680544414
477,tautira,-17.7333,-149.15,27.55,72,73,1.14,PF,1680544414
478,kenai,60.5544,-151.2583,-2.7,87,75,4.12,US,1680544414
479,hammerfest,70.6634,23.6821,1.25,69,40,5.14,NO,1680544415
480,setermoen,68.861,18.3486,3.95,72,100,2.24,NO,1680544415
481,nicoya,10.1483,-85.452,35.34,36,78,4.49,CR,1680544415
482,sydney,-33.8679,151.2073,16.61,87,75,3.09,AU,1680543660
483,itaituba,-4.2761,-55.9836,32.09,58,40,4.12,BR,1680544416
484,maceio,-9.6658,-35.7353,31.69,58,40,5.66,BR,1680544068
485,muros,42.7762,-9.0603,16.16,73,100,2.43,ES,1680544417
486,zwedru,6.0667,-8.1281,27.27,75,88,0.83,LR,1680544417
487,wanning,18.8003,110.3967,24.84,92,6,5.54,CN,1680544417
488,tuy hoa,13.0833,109.3,24.26,92,52,2.7,VN,1680544417
489,prado,-17.3411,-39.2208,25.96,81,76,4.62,BR,1680544417
490,mount pleasant,32.7941,-79.8626,23.08,77,0,4.12,US,1680544170
491,freeport,40.6576,-73.5832,14.42,57,0,7.72,US,1680543958
492,dalianwan,39.0286,121.695,11.02,46,0,1.0,CN,1680544418
493,castelo do piaui,-5.3222,-41.5525,28.12,75,64,1.2,BR,1680544418
494,moyale,3.5167,39.0584,22.43,72,100,1.18,KE,1680544418
495,evanston,42.0411,-87.6901,16.51,26,75,4.12,US,1680544295
496,asosa,10.0667,34.5333,23.45,15,6,2.49,ET,1680544418
497,areosa,41.7178,-8.8571,14.59,73,100,3.59,PT,1680544418
498,shasta lake,40.6804,-122.3708,10.53,33,2,0.45,US,1680544418
499,fengzhen,40.4394,113.1536,2.05,93,100,3.85,CN,1680544419
500,sohag,26.557,31.6948,28.16,10,80,2.29,EG,1680544259
501,northam,51.0333,-4.2167,11.88,71,9,5.02,GB,1680543946
502,kagalnitskaya,46.8806,40.1466,9.96,88,39,3.57,RU,1680544419
503,ketchikan,55.3422,-131.6461,4.26,81,75,2.06,US,1680544419
504,roebourne,-20.7833,117.1333,28.13,73,10,5.07,AU,1680544419
505,cuamba,-14.8031,36.5372,20.31,89,42,1.02,MZ,1680544420
506,la ronge,55.1001,-105.2842,-10.86,40,75,4.63,CA,1680544420
507,sunrise manor,36.2111,-115.0731,17.3,30,20,10.8,US,1680544420
508,baykit,61.67,96.37,-7.27,92,90,2.36,RU,1680544421
509,gravdal,68.1214,13.5031,3.94,75,75,5.14,NO,1680544421
510,sonoita,31.85,-112.8333,22.28,19,0,8.09,MX,1680544421
511,basoko,1.2391,23.616,22.5,94,67,3.4,CD,1680544421
512,iquitos,-3.7481,-73.2472,26.02,94,75,4.63,PE,1680544421
513,korla,41.7597,86.1469,1.01,26,64,4.39,CN,1680544421
514,acapulco,16.8634,-99.8901,30.46,49,62,4.59,MX,1680544135
515,zhigansk,66.7697,123.3711,-9.82,95,99,6.0,RU,1680544422
516,labytnangi,66.6572,66.4183,-23.15,89,12,2.54,RU,1680544320
517,faranah,10.0404,-10.7434,36.35,17,28,1.76,GN,1680544422
518,nola,40.922,14.5329,13.92,86,93,5.21,IT,1680544422
519,timiryazevskiy,56.49,84.8769,2.19,60,100,3.02,RU,1680544422
520,wuzhou,23.4833,111.3167,21.56,92,9,2.03,CN,1680544423
521,aras,42.5617,-2.356,13.23,41,0,2.06,ES,1680544423
522,sobolevo,54.4299,31.8996,0.31,97,100,4.13,RU,1680544423
523,barber,12.2833,-69.0667,29.99,58,20,7.2,CW,1680544423
524,galveston,29.3669,-94.9669,30.59,79,75,7.72,US,1680544215
525,stokmarknes,68.5646,14.9108,3.99,75,75,7.72,NO,1680544423
526,woodbridge,40.5576,-74.2846,18.41,43,0,6.17,US,1680544270
527,bathsheba,13.2167,-59.5167,30.34,58,20,8.23,BB,1680544424
528,ternate,0.8,127.4,26.8,80,81,2.77,ID,1680544289
529,kahama,-3.8333,32.6,18.17,94,99,0.99,TZ,1680544424
530,las vegas,36.175,-115.1372,16.69,33,0,10.8,US,1680543717
531,chara,56.9064,118.2631,-12.97,81,97,1.81,RU,1680544425
532,erenhot,43.6475,111.9767,0.38,37,100,6.28,CN,1680544425
533,kiruna,67.8557,20.2251,-2.49,54,40,7.2,SE,1680544425
534,dryden,49.7833,-92.7503,-6.84,68,75,5.66,CA,1680544425
535,kavaratti,10.5669,72.642,28.27,67,26,4.87,IN,1680544425
536,novyy urengoy,66.0833,76.6333,-24.82,97,61,4.03,RU,1680544426
537,ahipara,-35.1667,173.1667,15.99,67,29,4.95,NZ,1680544426
538,richards bay,-28.783,32.0377,24.39,81,35,6.92,ZA,1680544426
539,puerto baquerizo moreno,-0.9,-89.6,29.55,74,40,3.09,EC,1680544363
540,kyaukse,21.6,96.1333,27.71,36,25,1.58,MM,1680544426
541,ekhabi,53.5102,142.9671,-0.95,93,100,8.56,RU,1680544426
542,moree,-29.4667,149.85,17.58,72,14,3.98,AU,1680544268
543,college,64.8569,-147.8028,-7.66,84,40,1.54,US,1680544427
544,port-gentil,-0.7193,8.7815,27.2,80,82,3.68,GA,1680544041
545,beipiao,41.7919,120.7792,7.07,30,100,6.84,CN,1680544427
546,grindavik,63.8424,-22.4338,9.26,93,75,14.4,IS,1680544427
547,sladkovo,55.5284,70.3385,-0.25,85,3,2.29,RU,1680544428
548,puerto montt,-41.4698,-72.9447,17.46,48,0,2.06,CL,1680544220
549,gayeri,12.6497,0.4931,35.36,7,99,2.48,BF,1680544428
550,puerto lempira,15.2667,-83.7667,29.08,74,75,5.14,HN,1680544428
551,swan hill,-35.3378,143.5544,15.91,49,11,2.46,AU,1680544428
552,strichen,57.5892,-2.087,7.62,82,57,8.9,GB,1680544428
553,arman,59.7,150.1667,-17.43,86,8,3.12,RU,1680544428
554,vostok,46.4856,135.8833,4.03,85,100,2.24,RU,1680544263
555,ancud,-41.8697,-73.8203,14.23,62,1,2.75,CL,1680544429
556,savonlinna,61.8699,28.88,-0.97,47,0,3.6,FI,1680544429
557,moustheni,40.8667,24.1167,11.96,88,100,10.99,GR,1680544429
558,okhotsk,59.3833,143.3,-16.71,93,63,1.68,RU,1680544244
559,general salgado,-20.6483,-50.3606,28.93,49,0,1.28,BR,1680544429
560,raglan,-37.8,174.8833,11.91,88,6,2.61,NZ,1680544430
561,taoudenni,22.6783,-3.9836,34.04,5,0,0.17,ML,1680544430
562,bonfim,3.0833,-59.95,36.52,26,61,3.64,BR,1680544430
563,anahawan,10.3429,124.8782,22.6,84,85,1.43,PH,1680544430
564,juneau,58.3019,-134.4197,3.01,94,20,0.0,US,1680544163
565,adeje,28.1227,-16.726,22.83,75,20,3.09,ES,1680544430
566,beloha,-25.1667,45.05,23.06,86,36,6.47,MG,1680544267
567,tabuk,17.4189,121.4443,22.88,88,87,1.35,PH,1680544431
568,kiknur,57.3034,47.2011,4.98,95,100,3.56,RU,1680544431
569,penzance,50.1186,-5.5371,9.38,75,59,8.22,GB,1680544431
570,mhlume,-26.0333,31.85,27.57,56,60,2.31,SZ,1680544432
571,lugoba,-6.45,38.3333,22.87,95,88,1.28,TZ,1680544432
